gfx,cu_num,M,N,K,bias,dtype,outdtype,scaleAB,bpreshuffle,libtype,solidx,splitK,us,kernelName,err_ratio,tflops,bw
gfx950,256,1,1024,128,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,3.0678,auto,0.0,0.09,86.2
gfx950,256,1,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,4.9403,auto,0.0,1.7,1700.07
gfx950,256,1,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,5.959,auto,0.0,2.11,2113.47
gfx950,256,2,288,4096,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,6.7561,auto,0.0,0.7,351.81
gfx950,256,2,1024,128,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,2.9474,auto,0.0,0.18,90.5
gfx950,256,2,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,5.157,auto,0.0,3.25,1630.62
gfx950,256,2,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,6.1528,auto,0.0,4.09,2048.73
gfx950,256,4,288,4096,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,6.8327,auto,0.0,1.38,350.43
gfx950,256,4,1024,128,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,3.619,auto,0.0,0.29,74.98
gfx950,256,4,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,5.1619,auto,0.0,6.5,1633.04
gfx950,256,4,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,5.5911,auto,0.0,9.0,2258.58
gfx950,256,8,1024,128,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,3.067,auto,0.0,0.68,91.48
gfx950,256,8,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,4.6763,auto,0.0,14.35,1811.37
gfx950,256,16,8,4096,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,5.4545,auto,0.0,0.19,36.09
gfx950,256,16,32,4096,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,5.6472,auto,0.0,0.74,69.81
gfx950,256,16,288,4096,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,5.3921,auto,0.0,7.0,463.56
gfx950,256,16,1024,128,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,2.4978,auto,0.0,1.68,119.71
gfx950,256,16,3072,4096,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,7.2864,auto,0.0,55.26,3485.29
gfx950,256,16,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,4.1553,auto,0.0,32.3,2058.2
gfx950,256,16,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,5.7594,auto,0.0,34.96,2216.05
gfx950,256,32,1024,128,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,2.6066,auto,0.0,3.22,128.85
gfx950,256,32,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,4.6582,auto,0.0,57.63,1871.17
gfx950,256,32,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,6.9351,auto,0.0,58.06,1866.36
gfx950,256,64,1024,128,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,3.5094,auto,0.0,4.78,116.72
gfx950,256,64,3072,4096,False,torch.bfloat16,torch.bfloat16,False,False,asm,7,5,12.0708,_ZN5aiter39bf16gemm_fp32bf16_tn_80x64_splitk_cleanE,0.014,133.43,2160.86
gfx950,256,64,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,5.5675,auto,0.0,96.43,1624.42
gfx950,256,64,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,8.1939,auto,0.0,98.28,1623.62
gfx950,256,128,1024,128,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,3.285,auto,0.0,10.21,169.58
gfx950,256,128,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,7.5579,auto,0.0,142.07,1283.34
