M,N,K,bias,dtype,outdtype,scaleAB,bpreshuffle
165,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
166,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
167,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
168,16,2048,False,torch.bfloat16,torch.bfloat16,False,False
168,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
169,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
170,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
171,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
172,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
173,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
174,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
175,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
176,16,2048,False,torch.bfloat16,torch.bfloat16,False,False
176,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
177,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
178,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
179,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
180,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
181,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
182,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
183,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
184,16,2048,False,torch.bfloat16,torch.bfloat16,False,False
184,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
185,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
186,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
187,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
188,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
189,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
190,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
191,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
192,16,2048,False,torch.bfloat16,torch.bfloat16,False,False
192,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
193,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
194,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
195,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
196,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
197,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
198,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
199,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
200,16,2048,False,torch.bfloat16,torch.bfloat16,False,False
200,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
201,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
202,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
203,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
204,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
205,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
206,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
207,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
208,16,2048,False,torch.bfloat16,torch.bfloat16,False,False
208,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
209,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
210,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
211,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
212,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
213,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
214,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
215,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
216,16,2048,False,torch.bfloat16,torch.bfloat16,False,False
216,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
217,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
218,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
219,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
220,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
221,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
222,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
223,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
224,16,2048,False,torch.bfloat16,torch.bfloat16,False,False
224,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
225,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
226,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
227,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
228,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
229,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
230,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
231,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
232,16,2048,False,torch.bfloat16,torch.bfloat16,False,False
232,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
233,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
234,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
235,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
236,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
237,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
238,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
239,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
240,16,2048,False,torch.bfloat16,torch.bfloat16,False,False
240,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
241,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
242,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
243,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
244,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
245,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
246,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
247,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
248,16,2048,False,torch.bfloat16,torch.bfloat16,False,False
248,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
249,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
250,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
251,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
252,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
253,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
254,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
255,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
256,16,2048,False,torch.bfloat16,torch.bfloat16,False,False
256,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
256,37984,2048,False,torch.bfloat16,torch.bfloat16,False,False
257,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
258,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
259,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
260,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
261,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
262,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
263,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
264,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
265,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
266,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
267,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
268,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
269,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
270,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
271,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
272,16,2048,False,torch.bfloat16,torch.bfloat16,False,False
272,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
273,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
274,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
275,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
276,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
277,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
278,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
279,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
280,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
281,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
282,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
283,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
284,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
285,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
286,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
287,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
288,16,2048,False,torch.bfloat16,torch.bfloat16,False,False
288,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
289,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
290,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
291,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
292,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
293,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
294,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
295,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
296,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
297,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
298,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
299,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
300,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
301,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
302,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
303,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
304,16,2048,False,torch.bfloat16,torch.bfloat16,False,False
304,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
305,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
306,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
307,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
308,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
309,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
310,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
311,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
312,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
313,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
314,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
315,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
316,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
317,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
318,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
319,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
320,16,2048,False,torch.bfloat16,torch.bfloat16,False,False
320,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
321,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
322,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
323,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
324,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
325,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
326,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
327,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
328,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
329,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
330,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
331,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
332,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
333,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
334,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
335,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
336,16,2048,False,torch.bfloat16,torch.bfloat16,False,False
336,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
337,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
338,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
339,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
340,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
341,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
342,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
343,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
344,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
345,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
346,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
347,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
348,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
349,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
350,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
351,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
352,16,2048,False,torch.bfloat16,torch.bfloat16,False,False
352,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
353,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
354,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
355,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
356,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
357,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
358,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
359,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
360,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
361,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
362,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
363,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
364,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
365,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
366,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
367,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
368,16,2048,False,torch.bfloat16,torch.bfloat16,False,False
368,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
369,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
370,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
371,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
372,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
373,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
374,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
375,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
376,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
377,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
378,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
379,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
380,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
381,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
382,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
383,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
384,16,2048,False,torch.bfloat16,torch.bfloat16,False,False
384,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
385,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
386,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
387,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
388,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
389,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
390,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
391,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
392,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
393,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
394,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
395,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
396,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
397,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
398,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
399,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
400,16,2048,False,torch.bfloat16,torch.bfloat16,False,False
400,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
401,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
402,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
403,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
404,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
405,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
406,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
407,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
408,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
409,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
410,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
411,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
412,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
413,37888,5120,False,torch.bfloat16,torch.bfloat16,False,False
